model,builder,input,output,valid,reason,metadata
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""uses bigger mockery to evoke astonishment poignance .\""""}]","{""label"":""negative""}",False,"predicted: 0, expected: 1","{""task"": ""SST"", ""predicted"": 0, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""the primitive force of this film seems to foams up from the vast collective memory of the combatants .\""""}]","{""label"":""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""as surreal as a dream neither as detailed as a photograph , as visually dexterous since it is under phase imaginatively overwhelming .\""""}]","{""label"":""negative""}",False,"predicted: 0, expected: 1","{""task"": ""SST"", ""predicted"": 0, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""upon it 's become almost redundant to say so , major attaboy go to leigh for actually casting people who look working-class .\""""}]","{""label"":""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""this one is definitely one to jump , even for horror movie fanatics .\""""}]","{""label"":""positive""}",False,"predicted: 1, expected: 0","{""task"": ""SST"", ""predicted"": 1, ""expected"": 0}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \""mr. tsai is a very outset artist in his medium , and what time is it there ?\""""}]","{""label"":""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" The acting , costumes , music , cinematography and sound are all astpunding given the production ' s austere locales.\""""}]","{""label"": ""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" The band ' s couage in the face of official repression is isnpiring , especially for aging hippies ( this one included ).\""""}]","{""label"": ""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" I had to gaze 4way - this was god awul.\""""}]","{""label"": ""negative""}",True,"","{""task"": ""SST"", ""predicted"": 0, ""expected"": 0}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" A sometimes teduois film.\""""}]","{""label"":""negative""}",True,"","{""task"": ""SST"", ""predicted"": 0, ""expected"": 0}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" The draw ( for `` big bad love '' ) is a soid performance by arliss howard.\""""}]","{""label"": ""positive""}",True,"","{""task"": ""SST"", ""predicted"": 1, ""expected"": 1}"
chatopenai/gpt-4.1-mini-2025-04-14,adversary_user_only,"[{""role"": ""user"", ""content"": ""You are a precise sentence sentimental analysis tool. You receive a sentence and must output a valid JSON object containing the field 'label', whose value is a string equal to either \""positive\"" or \""negative\"", indicating the sentiment of the sentence. Do not include any text outside of the JSON object. Make sure you follow the output format exactly, as any deviation will be considered invalid.\nSentence: \"" It offers litlte beyond the momentary joys of pretty and weightless intellectual entertainment.\""""}]","{""label"":""negative""}",True,"","{""task"": ""SST"", ""predicted"": 0, ""expected"": 0}"
