model,builder,input,output,valid,reason,metadata
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Oil Thai Price\"",\n  \""description\"": \""Get latest thai oil price\"",\n  \""prior_tool_calls\"": [\n    \""Oil Thai Price\""\n  ]\n}\n### User Query\nMy friends and I are planning a road trip, and we're curious about the current prices of Diesel B10, Gasohol 91, and ULG. Could you fetch the price change from the previous update? Additionally, it would be great if you could provide an image with the latest prices.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Oil Thai Price""}]","Oil Thai Price",True,"Model called expected tool 'Oil Thai Price'","{""parsed_tool"": ""Oil Thai Price"", ""parsed_by"": ""text"", ""raw_preview"": ""Oil Thai Price""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""pollution-news-api\"",\n  \""description\"": \""This endpoint would return all news on pollution in african countries available in our database.\"",\n  \""prior_tool_calls\"": [\n    \""pollution-news-api\""\n  ]\n}\n### User Query\nI run a news website focused on environmental issues. Can you provide me with all the news articles available on pollution in African countries? Additionally, I would like to get news from a specific source, the 'sei' newspaper. Please include the title, URL, and source of each article in the response.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=pollution-news-api""}]","pollution-news-api",True,"Model called expected tool 'pollution-news-api'","{""parsed_tool"": ""pollution-news-api"", ""parsed_by"": ""text"", ""raw_preview"": ""pollution-news-api""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Spott\"",\n  \""description\"": \""Returns a list of places (either countries, cities or administrative divisions) matching a query and filtered by properties.\"",\n  \""prior_tool_calls\"": [\n    \""Spott\""\n  ]\n}\n### User Query\nI am planning a solo trip and I want to visit some peaceful cities. Can you recommend some calm and serene cities around the world? I would like to know the names of these cities, their population, and the country they are located in. It would be great if you can also provide some images of these cities.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Spott""}]","Spott",True,"Model called expected tool 'Spott'","{""parsed_tool"": ""Spott"", ""parsed_by"": ""text"", ""raw_preview"": ""Spott""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Nearby Places\"",\n  \""description\"": \""Returns a **JSON array of nearby places** sorted by distance from the origin coordinates in ascending order.\\n\\nOnly values from **/types (Google)** are valid types.\\n\\nMaximum places returned per request is 20.\"",\n  \""prior_tool_calls\"": [\n    \""Nearby Places\""\n  ]\n}\n### User Query\nI'm planning a weekend getaway and need to find a nearby hotel. Can you recommend a hotel with good ratings, provide its name, address, phone number, and distance from my location?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Nearby Places""}]","Nearby Places",True,"Model called expected tool 'Nearby Places'","{""parsed_tool"": ""Nearby Places"", ""parsed_by"": ""text"", ""raw_preview"": ""Nearby Places""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Aspose.Diagram Cloud\"",\n  \""description\"": \"" \"",\n  \""prior_tool_calls\"": [\n    \""Aspose.Diagram Cloud\""\n  ]\n}\n### User Query\nI need to get the list of files in the folder '/diagrams' and also check the storage usage. Can you provide me with the file names, sizes, and modified dates? Additionally, retrieve the storage disk usage.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Aspose.Diagram Cloud""}]","Aspose.Diagram Cloud",False,"No tool name could be parsed from model output","{""parsed_tool"": null, ""parsed_by"": ""text"", ""raw_preview"": ""Aspose.Diagram Cloud""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""ComfyFood\"",\n  \""description\"": \""return more recipes\"",\n  \""prior_tool_calls\"": [\n    \""ComfyFood\""\n  ]\n}\n### User Query\nI am organizing a cooking competition and I need a variety of recipes for the participants. Can you provide me with a list of official recipes from ComfyFood that cover different categories, such as appetizers, main courses, and desserts? It would be great to have the recipe details, including the ingredients and steps.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=ComfyFood""}]","ComfyFood",True,"Model called expected tool 'ComfyFood'","{""parsed_tool"": ""ComfyFood"", ""parsed_by"": ""text"", ""raw_preview"": ""ComfyFood""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""VerticalResponse\"",\n  \""description\"": \""\"",\n  \""prior_tool_calls\"": [\n    \""VerticalResponse\""\n  ]\n}\n### User Query\nAs a marketing professional, I need to analyze the effectiveness of my email campaigns. Can you provide me with a list of all the contacts, their details, and the messages they have received? Additionally, give me the option to filter contacts based on custom fields.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=VerticalResponse""}]","VerticalResponse",True,"Model called expected tool 'VerticalResponse'","{""parsed_tool"": ""VerticalResponse"", ""parsed_by"": ""text"", ""raw_preview"": ""VerticalResponse""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Ticketbud\"",\n  \""description\"": \""A list of events owned or accessible by the current token holder\"",\n  \""prior_tool_calls\"": [\n    \""Ticketbud\""\n  ]\n}\n### User Query\nI want to check the events I own or have access to. Can you provide me with a list of all my events? Additionally, I would like to know more about myself as the current token holder.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Ticketbud""}]","Ticketbud",True,"Model called expected tool 'Ticketbud'","{""parsed_tool"": ""Ticketbud"", ""parsed_by"": ""text"", ""raw_preview"": ""Ticketbud""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Face Animer\"",\n  \""description\"": \""Create Job ID\"",\n  \""prior_tool_calls\"": [\n    \""Face Animer\""\n  ]\n}\n### User Query\nI want to enhance the emotional expression of my digital characters in a game. How can I use the Face Animer API to achieve this? Please explain the process of creating a job ID with a template ID and an image URL, and then retrieving the animation result. Additionally, can you provide some recommendations for the most expressive animation effects available?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Face Animer""}]","Face Animer",True,"Model called expected tool 'Face Animer'","{""parsed_tool"": ""Face Animer"", ""parsed_by"": ""text"", ""raw_preview"": ""Face Animer""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""VALUE SERP\"",\n  \""description\"": \""The Google Place Details Parameters are applicable when making a request with search_type=place_details to retrieve place details for a Place. The Place is specified in the data_id parameter, data_id values are returned from search_type=places Places requests.\\n\\nIf the data_id is not available you may also request a place_details request using a data_cid (a standardised Google Place identifier you may already have access to). However, data_id is the recommended identifier to use.\"",\n  \""prior_tool_calls\"": [\n    \""VALUE SERP\""\n  ]\n}\n### User Query\nI want to start a new business in Los Angeles and I need information on the local market, competitors, and potential customers. Can you provide me with data on the current market trends, top competitors, and target customer demographics in Los Angeles?""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=VALUE SERP""}]","VALUE SERP",True,"Model called expected tool 'VALUE SERP'","{""parsed_tool"": ""VALUE SERP"", ""parsed_by"": ""text"", ""raw_preview"": ""VALUE SERP""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Diablo4 Smartable\"",\n  \""description\"": \""Get Diablo 4 gameplays.\"",\n  \""prior_tool_calls\"": [\n    \""Diablo4 Smartable\""\n  ]\n}\n### User Query\nI am a streamer and I want to create content about Diablo 4. Can you help me find the most popular gameplays, influencers, and communities? Also, fetch the topics and sponsorships related to Diablo 4.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Diablo4 Smartable""}]","Diablo4 Smartable",True,"Model called expected tool 'Diablo4 Smartable'","{""parsed_tool"": ""Diablo4 Smartable"", ""parsed_by"": ""text"", ""raw_preview"": ""Diablo4 Smartable""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Simple YouTube Search\"",\n  \""description\"": \""Make youtube search\"",\n  \""prior_tool_calls\"": [\n    \""Simple YouTube Search\""\n  ]\n}\n### User Query\nI'm planning a road trip with my friends and we need some upbeat music to keep us energized. Can you fetch a playlist from Simple YouTube Search that includes lively and catchy songs? It would be great if the playlist covers various genres like pop, rock, and hip-hop.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Simple YouTube Search""}]","Simple YouTube Search",True,"Model called expected tool 'Simple YouTube Search'","{""parsed_tool"": ""Simple YouTube Search"", ""parsed_by"": ""text"", ""raw_preview"": ""Simple YouTube Search""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""10000+ Anime Quotes With Pagination Support\"",\n  \""description\"": \""Get recent anime quotes without any categorization:\\nRequired GET parameter\\n**page**:  1\\nOn the above **page**, 1 means it will fetch the latest 10 quotes if the page value is 2 then It will bring the next 10 latest quotes\\npage 1: 0-10 \\npage 2: 10-20 ......\\n\\n**RESPONSE**\\n**quote** \\nContain quote text\\n\\n**animename** \\nJapanese anime name, quotes related to.\\n\\n**character**  ( Depend on subscription )\\nCharacter name who spoke that quote.\\n\\n**is_popular** ( Depend on subscription )\\ntells whether a quote is popular among fans.\\nResponse will be either  1 or 0 ( 1 represent yes, 0 represent no )\\n\\n**quote_id** ( Depend on subscription )\\nUnique quote id which can be later used to get more information.\\n\\n**image** (Depend on subscription)\\nCharacter Image URL will be provided which is related to the quote.\\n\\n**Note: if no quote found response will be**\\n`{\\\""status\\\"": \\\""empty\\\""}`\"",\n  \""prior_tool_calls\"": [\n    \""10000+ Anime Quotes With Pagination Support\""\n  ]\n}\n### User Query\nI'm an anime enthusiast and I'm looking to discover some recent anime quotes that are popular among fans. Can you provide me with the latest ten quotes and their associated anime names? Also, if available, I'd love to know the character who spoke each quote.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=10000+ Anime Quotes With Pagination Support""}]","10000+ Anime Quotes With Pagination Support",False,"No tool name could be parsed from model output","{""parsed_tool"": null, ""parsed_by"": ""text"", ""raw_preview"": ""10000+ Anime Quotes With Pagination Support""}"
chatopenai/gpt-4.1-mini-2025-04-14,system_plus_user_assistant_seed,"[{""role"": ""system"", ""content"": ""You are an LLM agent that must decide the next tool call given the user query and prior tool outputs.\nOnly choose from the provided tool names.\nReply with ONLY the tool name. You can use one of these formats:\n- Plain text: \""ToolName\""\n- Simple JSON: {\""tool\"":\""ToolName\""}\n\nDo NOT include parameters, arguments, or any other fields. Only the tool name is needed.""}, {""role"": ""user"", ""content"": ""### Tool Definition\n{\n  \""tool_name\"": \""Pocket Cube Solver\"",\n  \""description\"": \""Returns json data consisting of a random optimal solution of a given cube position.\"",\n  \""prior_tool_calls\"": [\n    \""Pocket Cube Solver\""\n  ]\n}\n### User Query\nI'm organizing a pocket cube solving competition in my company and I need some sample solutions. Can you generate a random optimal solution for the position GBWGYOGYRYOORWROBRWYGWBB? It would also be helpful if you could provide me with all the solutions available for this position.""}, {""role"": ""assistant"", ""content"": ""Memory Update: tool_called=Pocket Cube Solver""}]","Pocket Cube Solver",True,"Model called expected tool 'Pocket Cube Solver'","{""parsed_tool"": ""Pocket Cube Solver"", ""parsed_by"": ""text"", ""raw_preview"": ""Pocket Cube Solver""}"
