model,builder,input,output,valid,reason,metadata
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Amanda White, 26, amanda.w@email.com\nOnly return JSON.""}]","{
  ""name"": ""Amanda White"",
  ""age"": 26,
  ""email"": ""amanda.w@email.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 74, ""original_length"": 74}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-04-22 ERROR Connection timeout\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-04-22"",
  ""level"": ""ERROR"",
  ""message"": ""Connection timeout""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 86, ""original_length"": 86}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-07-20 WARNING CPU usage at 90%\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-07-20"",
  ""level"": ""WARNING"",
  ""message"": ""CPU usage at 90%""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 86, ""original_length"": 86}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: AirPods Pro, $249\nOnly return JSON.""}]","{
  ""product_name"": ""AirPods Pro"",
  ""price"": 249
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 51, ""original_length"": 51}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: AirPods Pro, $249\nOnly return JSON.""}]","{
  ""product_name"": ""AirPods Pro"",
  ""price"": 249,
  ""currency"": ""$""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 70, ""original_length"": 70}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Michael Brown, 45, mike.brown@company.com\nOnly return JSON.""}]","{
  ""name"": ""Michael Brown"",
  ""age"": 45,
  ""email"": ""mike.brown@company.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 79, ""original_length"": 79}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: John Smith, 35, johnsmith123@gmail.com\nOnly return JSON.""}]","{""name"": ""John Smith"", ""age"": 35, ""email"": ""johnsmith123@gmail.com""}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 68, ""original_length"": 68}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-03-15 WARNING Memory usage high\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-03-15"",
  ""level"": ""WARNING"",
  ""message"": ""Memory usage high""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 87, ""original_length"": 87}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-07-20 WARNING CPU usage at 90%\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-07-20"",
  ""level"": ""WARNING"",
  ""message"": ""CPU usage at 90%""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 86, ""original_length"": 86}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Mark Lee, 41, mark@work.io\nOnly return JSON.""}]","{
  ""name"": ""Mark Lee"",
  ""age"": 41,
  ""email"": ""mark@work.io""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 64, ""original_length"": 64}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Robert Taylor, 38, robert.t@work.com\nOnly return JSON.""}]","{
  ""name"": ""Robert Taylor"",
  ""age"": 38,
  ""email"": ""robert.t@work.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 74, ""original_length"": 74}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: Apple Watch, $399\nOnly return JSON.""}]","{
  ""product_name"": ""Apple Watch"",
  ""price"": 399,
  ""currency"": ""$""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 70, ""original_length"": 70}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Emily Davis, 22, emily.d@university.edu\nOnly return JSON.""}]","{
  ""name"": ""Emily Davis"",
  ""age"": 22,
  ""email"": ""emily.d@university.edu""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 77, ""original_length"": 77}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-07-20 WARNING CPU usage at 90%\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-07-20"",
  ""level"": ""WARNING"",
  ""message"": ""CPU usage at 90%""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 86, ""original_length"": 86}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: Sony Headphones, $299\nOnly return JSON.""}]","{
  ""product_name"": ""Sony Headphones"",
  ""price"": 299,
  ""currency"": ""$""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 74, ""original_length"": 74}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Mark Lee, 41, mark@work.io\nOnly return JSON.""}]","{
  ""name"": ""Mark Lee"",
  ""age"": 41,
  ""email"": ""mark@work.io""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 64, ""original_length"": 64}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-04-22 ERROR Connection timeout\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-04-22"",
  ""level"": ""ERROR"",
  ""message"": ""Connection timeout""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 86, ""original_length"": 86}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Michael Brown, 45, mike.brown@company.com\nOnly return JSON.""}]","{
  ""name"": ""Michael Brown"",
  ""age"": 45,
  ""email"": ""mike.brown@company.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 79, ""original_length"": 79}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Amanda White, 26, amanda.w@email.com\nOnly return JSON.""}]","{
  ""name"": ""Amanda White"",
  ""age"": 26,
  ""email"": ""amanda.w@email.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 74, ""original_length"": 74}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-01-10 INFO Server started\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-01-10"",
  ""level"": ""INFO"",
  ""message"": ""Server started""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 81, ""original_length"": 81}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-03-15 WARNING Memory usage high\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-03-15"",
  ""level"": ""WARNING"",
  ""message"": ""Memory usage high""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 87, ""original_length"": 87}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-02-01 ERROR Disk full\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-02-01"",
  ""level"": ""ERROR"",
  ""message"": ""Disk full""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 77, ""original_length"": 77}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Michael Brown, 45, mike.brown@company.com\nOnly return JSON.""}]","{
  ""name"": ""Michael Brown"",
  ""age"": 45,
  ""email"": ""mike.brown@company.com""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 79, ""original_length"": 79}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-01-10 INFO Server started\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-01-10"",
  ""level"": ""INFO"",
  ""message"": ""Server started""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 81, ""original_length"": 81}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Emily Davis, 22, emily.d@university.edu\nOnly return JSON.""}]","{
  ""name"": ""Emily Davis"",
  ""age"": 22,
  ""email"": ""emily.d@university.edu""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 77, ""original_length"": 77}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: Sony Headphones, $299\nOnly return JSON.""}]","{
  ""product_name"": ""Sony Headphones"",
  ""price"": 299
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 55, ""original_length"": 55}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Normalize a log entry.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""timestamp\"": {\n      \""type\"": \""string\""\n    },\n    \""level\"": {\n      \""type\"": \""string\""\n    },\n    \""message\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""timestamp\"",\n    \""level\"",\n    \""message\""\n  ]\n}\nInput: 2024-02-01 ERROR Disk full\nOnly return JSON.""}]","{
  ""timestamp"": ""2024-02-01"",
  ""level"": ""ERROR"",
  ""message"": ""Disk full""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 77, ""original_length"": 77}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Convert product info into structured JSON.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""product_name\"": {\n      \""type\"": \""string\""\n    },\n    \""price\"": {\n      \""type\"": \""number\""\n    },\n    \""currency\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""product_name\"",\n    \""price\""\n  ]\n}\nInput: iPhone 15, $999\nOnly return JSON.""}]","{
  ""product_name"": ""iPhone 15"",
  ""price"": 999,
  ""currency"": ""$""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 68, ""original_length"": 68}"
qwen-turbo,adherence_user_only,"[{""role"": ""user"", ""content"": ""Extract a user profile from the text.\nYour output must be valid JSON:\n{\n  \""type\"": \""object\"",\n  \""properties\"": {\n    \""name\"": {\n      \""type\"": \""string\""\n    },\n    \""age\"": {\n      \""type\"": \""integer\""\n    },\n    \""email\"": {\n      \""type\"": \""string\""\n    }\n  },\n  \""required\"": [\n    \""name\"",\n    \""age\"",\n    \""email\""\n  ]\n}\nInput: Mark Lee, 41, mark@work.io\nOnly return JSON.""}]","{
  ""name"": ""Mark Lee"",
  ""age"": 41,
  ""email"": ""mark@work.io""
}",True,"","{""extraneous_text_pct"": 0.0, ""cleaned_json_length"": 64, ""original_length"": 64}"
